dataset,event_id,year,fold
OOF,2015-0397-CHN,2015,1
OOF,2015-0400-USA,2015,1
OOF,2015-0401-USA,2015,1
OOF,2015-0404-ITA,2015,1
OOF,2015-0406-IND,2015,1
OOF,2015-0409-KOR,2015,1
OOF,2015-0410-BEL,2015,1
OOF,2015-0410-FRA,2015,1
OOF,2015-0411-BGD,2015,1
OOF,2015-0414-SAU,2015,1
OOF,2015-0416-CHN,2015,1
OOF,2015-0417-SSD,2015,1
OOF,2015-0418-JPN,2015,1
OOF,2015-0419-IND,2015,1
OOF,2015-0420-GRC,2015,1
OOF,2015-0421-USA,2015,1
OOF,2015-0422-VEN,2015,1
OOF,2015-0423-BRA,2015,1
OOF,2015-0425-IRN,2015,1
OOF,2015-0426-MYS,2015,1
OOF,2015-0427-LBN,2015,1
OOF,2015-0427-SYR,2015,1
OOF,2015-0428-GIN,2015,1
OOF,2015-0429-IDN,2015,1
OOF,2015-0430-CIV,2015,1
OOF,2015-0431-USA,2015,1
OOF,2015-0432-TUR,2015,1
OOF,2015-0434-FRA,2015,1
OOF,2015-0435-CHL,2015,1
OOF,2015-0436-SLE,2015,1
OOF,2015-0437-DZA,2015,1
OOF,2015-0438-IRN,2015,1
OOF,2015-0441-TUR,2015,1
OOF,2015-0442-ZMB,2015,1
OOF,2015-0443-TUR,2015,1
OOF,2015-0444-GTM,2015,1
OOF,2015-0446-GTM,2015,1
OOF,2015-0446-NIC,2015,1
OOF,2015-0446-SLV,2015,1
OOF,2015-0447-ESP,2015,1
OOF,2015-0448-NGA,2015,1
OOF,2015-0449-MMR,2015,1
OOF,2015-0450-IND,2015,1
OOF,2015-0451-FRA,2015,1
OOF,2015-0452-CHN,2015,1
OOF,2015-0453-EGY,2015,1
OOF,2015-0454-PAK,2015,1
OOF,2015-0455-MMR,2015,1
OOF,2015-0456-JPN,2015,1
OOF,2015-0457-CHN,2015,1
OOF,2015-0458-TWN,2015,1
OOF,2015-0459-USA,2015,1
OOF,2015-0460-LAO,2015,1
OOF,2015-0460-VNM,2015,1
OOF,2015-0461-TUR,2015,1
OOF,2015-0462-PHL,2015,1
OOF,2015-0463-FRA,2015,1
OOF,2015-0464-ZAF,2015,1
OOF,2015-0465-ITA,2015,1
OOF,2015-0467-TUR,2015,1
OOF,2015-0468-UKR,2015,1
OOF,2015-0469-IRN,2015,1
OOF,2015-0470-MEX,2015,1
OOF,2015-0473-CPV,2015,1
OOF,2015-0474-GBR,2015,1
OOF,2015-0475-AFG,2015,1
OOF,2015-0476-AFG,2015,1
OOF,2015-0476-PAK,2015,1
OOF,2015-0479-BHS,2015,1
OOF,2015-0480-GIN,2015,1
OOF,2015-0483-GRC,2015,1
OOF,2015-0484-YEM,2015,1
OOF,2015-0485-IRQ,2015,1
OOF,2015-0486-BRA,2015,1
OOF,2015-0487-SSD,2015,1
OOF,2015-0488-USA,2015,1
OOF,2015-0489-BRA,2015,1
OOF,2015-0490-CHN,2015,1
OOF,2015-0490-PHL,2015,1
OOF,2015-0491-CHN,2015,1
OOF,2015-0492-MMR,2015,1
OOF,2015-0493-PAK,2015,1
OOF,2015-0494-YEM,2015,1
OOF,2015-0495-ROU,2015,1
OOF,2015-0496-TUR,2015,1
OOF,2015-0499-IRN,2015,1
OOF,2015-0501-FRA,2015,1
OOF,2015-0504-IND,2015,1
OOF,2015-0505-PAK,2015,1
OOF,2015-0507-SAU,2015,1
OOF,2015-0508-GRC,2015,1
OOF,2015-0510-CHN,2015,1
OOF,2015-0513-RUS,2015,1
OOF,2015-0514-AUS,2015,1
OOF,2015-0515-CHN,2015,1
OOF,2015-0516-MMR,2015,1
OOF,2015-0517-MEX,2015,1
OOF,2015-0518-DZA,2015,1
OOF,2015-0519-ZAF,2015,1
OOF,2015-0520-ZAF,2015,1
OOF,2015-0521-COD,2015,1
OOF,2015-0522-PER,2015,1
OOF,2015-0523-SEN,2015,1
OOF,2015-0524-IDN,2015,1
OOF,2015-0525-GBR,2015,1
OOF,2015-0525-IRL,2015,1
OOF,2015-0526-AZE,2015,1
OOF,2015-0527-IDN,2015,1
OOF,2015-0528-TJK,2015,1
OOF,2015-0530-LKA,2015,1
OOF,2015-0531-USA,2015,1
OOF,2015-0533-CHN,2015,1
OOF,2015-0534-CHN,2015,1
OOF,2015-0535-COD,2015,1
OOF,2015-0536-COD,2015,1
OOF,2015-0537-RUS,2015,1
OOF,2015-0538-IDN,2015,1
OOF,2015-0539-ARG,2015,1
OOF,2015-0540-TZA,2015,1
OOF,2015-0541-TZA,2015,1
OOF,2015-0542-ALB,2015,1
OOF,2015-0543-PHL,2015,1
OOF,2015-0547-LKA,2015,1
OOF,2015-0551-ARG,2015,1
OOF,2015-0551-PRY,2015,1
OOF,2015-0551-URY,2015,1
OOF,2015-0552-THA,2015,1
OOF,2015-0553-MEX,2015,1
OOF,2015-0554-CHN,2015,1
OOF,2015-0555-TUR,2015,1
OOF,2015-0556-SAU,2015,1
OOF,2015-0557-IDN,2015,1
OOF,2015-0558-USA,2015,1
OOF,2015-0559-AFG,2015,1
OOF,2015-0562-ZAF,2015,1
OOF,2015-0563-UGA,2015,1
OOF,2015-0564-KEN,2015,1
OOF,2015-0565-USA,2015,1
OOF,2015-0567-NGA,2015,1
OOF,2015-0568-IND,2015,1
OOF,2015-0571-PAK,2015,1
OOF,2015-0575-JPN,2015,1
OOF,2015-0576-AUS,2015,1
OOF,2015-0577-POL,2015,1
OOF,2015-0578-BDI,2015,1
OOF,2015-0579-AGO,2015,1
OOF,2015-0580-GHA,2015,1
OOF,2015-0580-TGO,2015,1
OOF,2015-0581-AFG,2015,1
OOF,2015-0582-KOR,2015,1
OOF,2015-0583-BGD,2015,1
OOF,2015-0584-SAU,2015,1
OOF,2015-0586-UKR,2015,1
OOF,2015-0590-IND,2015,1
OOF,2015-0591-VNM,2015,1
OOF,2015-0592-CHN,2015,1
OOF,2015-0593-CHN,2015,1
OOF,2015-0594-IND,2015,1
OOF,2015-0595-PAK,2015,1
OOF,2015-0596-IND,2015,1
OOF,2015-0597-IND,2015,1
OOF,2015-0600-IND,2015,1
OOF,2015-0601-BGD,2015,1
OOF,2015-0604-IND,2015,1
OOF,2015-0606-EGY,2015,1
OOF,2015-0610-JPN,2015,1
OOF,2015-0611-JPN,2015,1
OOF,2015-0613-USA,2015,1
OOF,2015-0618-GIN,2015,1
OOF,2015-0620-THA,2015,1
OOF,2015-0620-VNM,2015,1
OOF,2015-0621-COL,2015,1
OOF,2015-0622-EGY,2015,1
OOF,2015-9410-PNG,2015,1
OOF,2015-9411-IDN,2015,1
OOF,2016-0001-POL,2016,2
OOF,2016-0001-UKR,2016,2
OOF,2016-0002-BGD,2016,2
OOF,2016-0002-IND,2016,2
OOF,2016-0003-PAK,2016,2
OOF,2016-0005-EGY,2016,2
OOF,2016-0006-GRC,2016,2
OOF,2016-0007-RUS,2016,2
OOF,2016-0008-GRC,2016,2
OOF,2016-0009-MYS,2016,2
OOF,2016-0010-USA,2016,2
OOF,2016-0014-AUS,2016,2
OOF,2016-0015-MEX,2016,2
OOF,2016-0016-COL,2016,2
OOF,2016-0017-JPN,2016,2
OOF,2016-0019-IDN,2016,2
OOF,2016-0020-PER,2016,2
OOF,2016-0022-USA,2016,2
OOF,2016-0023-CHN,2016,2
OOF,2016-0023-JPN,2016,2
OOF,2016-0023-KOR,2016,2
OOF,2016-0023-THA,2016,2
OOF,2016-0023-TWN,2016,2
OOF,2016-0024-TUR,2016,2
OOF,2016-0025-GRC,2016,2
OOF,2016-0026-NIC,2016,2
OOF,2016-0028-TZA,2016,2
OOF,2016-0032-ECU,2016,2
OOF,2016-0033-BRA,2016,2
OOF,2016-0036-ZAF,2016,2
OOF,2016-0038-CHN,2016,2
OOF,2016-0040-IDN,2016,2
OOF,2016-0041-FJI,2016,2
OOF,2016-0042-GHA,2016,2
OOF,2016-0043-TWN,2016,2
OOF,2016-0044-DEU,2016,2
OOF,2016-0045-DZA,2016,2
OOF,2016-0046-GIN,2016,2
OOF,2016-0047-COL,2016,2
OOF,2016-0048-IND,2016,2
OOF,2016-0049-IND,2016,2
OOF,2016-0051-USA,2016,2
OOF,2016-0053-HTI,2016,2
OOF,2016-0054-PER,2016,2
OOF,2016-0056-AGO,2016,2
OOF,2016-0063-TUR,2016,2
OOF,2016-0064-RUS,2016,2
OOF,2016-0066-NPL,2016,2
OOF,2016-0067-MEX,2016,2
OOF,2016-0068-OMN,2016,2
OOF,2016-0070-ZWE,2016,2
OOF,2016-0071-TUR,2016,2
OOF,2016-0072-NGA,2016,2
OOF,2016-0073-NGA,2016,2
OOF,2016-0075-EGY,2016,2
OOF,2016-0077-BRA,2016,2
OOF,2016-0079-RUS,2016,2
OOF,2016-0080-RUS,2016,2
OOF,2016-0082-ESP,2016,2
OOF,2016-0083-JOR,2016,2
OOF,2016-0084-ECU,2016,2
OOF,2016-0085-USA,2016,2
OOF,2016-0086-USA,2016,2
OOF,2016-0088-AGO,2016,2
OOF,2016-0089-KEN,2016,2
OOF,2016-0092-IDN,2016,2
OOF,2016-0094-IDN,2016,2
OOF,2016-0095-CHN,2016,2
OOF,2016-0097-PER,2016,2
OOF,2016-0098-ZMB,2016,2
OOF,2016-0099-IND,2016,2
OOF,2016-0100-PAK,2016,2
OOF,2016-0101-ETH,2016,2
OOF,2016-0102-IND,2016,2
OOF,2016-0103-CHN,2016,2
OOF,2016-0104-PNG,2016,2
OOF,2016-0105-SAU,2016,2
OOF,2016-0107-JPN,2016,2
OOF,2016-0108-CHN,2016,2
OOF,2016-0109-FRA,2016,2
OOF,2016-0110-DZA,2016,2
OOF,2016-0112-AFG,2016,2
OOF,2016-0112-PAK,2016,2
OOF,2016-0114-SAU,2016,2
OOF,2016-0115-URY,2016,2
OOF,2016-0116-IND,2016,2
OOF,2016-0117-ECU,2016,2
OOF,2016-0118-CHL,2016,2
OOF,2016-0120-OMN,2016,2
OOF,2016-0120-SAU,2016,2
OOF,2016-0120-YEM,2016,2
OOF,2016-0121-JPN,2016,2
OOF,2016-0123-USA,2016,2
OOF,2016-0124-USA,2016,2
OOF,2016-0125-USA,2016,2
OOF,2016-0126-HTI,2016,2
OOF,2016-0129-MWI,2016,2
OOF,2016-0129-SOM,2016,2
OOF,2016-0131-AGO,2016,2
OOF,2016-0133-IND,2016,2
OOF,2016-0135-AFG,2016,2
OOF,2016-0137-CHN,2016,2
OOF,2016-0138-MMR,2016,2
OOF,2016-0139-IND,2016,2
OOF,2016-0141-FJI,2016,2
OOF,2016-0142-BDI,2016,2
OOF,2016-0143-BDI,2016,2
OOF,2016-0144-MEX,2016,2
OOF,2016-0145-LBY,2016,2
OOF,2016-0146-MMR,2016,2
OOF,2016-0147-BFA,2016,2
OOF,2016-0148-UGA,2016,2
OOF,2016-0149-RWA,2016,2
OOF,2016-0150-USA,2016,2
OOF,2016-0151-ECU,2016,2
OOF,2016-0153-LKA,2016,2
OOF,2016-0154-BGD,2016,2
OOF,2016-0155-IND,2016,2
OOF,2016-0156-IDN,2016,2
OOF,2016-0157-RUS,2016,2
OOF,2016-0158-IND,2016,2
OOF,2016-0159-IND,2016,2
OOF,2016-0160-MMR,2016,2
OOF,2016-0161-KEN,2016,2
OOF,2016-0162-CHN,2016,2
OOF,2016-0163-AFG,2016,2
OOF,2016-0164-RWA,2016,2
OOF,2016-0165-HTI,2016,2
OOF,2016-0166-NOR,2016,2
OOF,2016-0167-PAK,2016,2
OOF,2016-0168-LBY,2016,2
OOF,2016-0169-LBY,2016,2
OOF,2016-0170-USA,2016,2
OOF,2016-0171-BFA,2016,2
OOF,2016-0173-IND,2016,2
OOF,2016-0174-IND,2016,2
OOF,2016-0175-BGD,2016,2
OOF,2016-0176-COD,2016,2
OOF,2016-0177-IND,2016,2
OOF,2016-0179-BEL,2016,2
OOF,2016-0179-DEU,2016,2
OOF,2016-0179-FRA,2016,2
OOF,2016-0179-POL,2016,2
OOF,2016-0179-ROU,2016,2
OOF,2016-0180-UKR,2016,2
OOF,2016-0181-USA,2016,2
OOF,2016-0182-QAT,2016,2
OOF,2016-0183-USA,2016,2
OOF,2016-0184-HTI,2016,2
OOF,2016-0185-HTI,2016,2
OOF,2016-0186-ETH,2016,2
OOF,2016-0187-IND,2016,2
OOF,2016-0187-NPL,2016,2
OOF,2016-0189-MMR,2016,2
OOF,2016-0191-AFG,2016,2
OOF,2016-0191-TJK,2016,2
OOF,2016-0194-CHN,2016,2
OOF,2016-0195-IND,2016,2
OOF,2016-0196-YEM,2016,2
OOF,2016-0198-CHN,2016,2
OOF,2016-0199-DZA,2016,2
OOF,2016-0200-TUR,2016,2
OOF,2016-0201-AUS,2016,2
OOF,2016-0202-GRC,2016,2
OOF,2016-0203-USA,2016,2
OOF,2016-0204-COL,2016,2
OOF,2016-0207-CHN,2016,2
OOF,2016-0208-IDN,2016,2
OOF,2016-0209-CHN,2016,2
OOF,2016-0211-BEL,2016,2
OOF,2016-0212-GHA,2016,2
OOF,2016-0214-BRA,2016,2
OOF,2016-0216-IDN,2016,2
OOF,2016-0217-RUS,2016,2
OOF,2016-0219-NER,2016,2
OOF,2016-0221-JPN,2016,2
OOF,2016-0224-MMR,2016,2
OOF,2016-0225-THA,2016,2
OOF,2016-0229-PAK,2016,2
OOF,2016-0230-CHN,2016,2
OOF,2016-0232-MMR,2016,2
OOF,2016-0233-CHN,2016,2
OOF,2016-0234-IND,2016,2
OOF,2016-0235-CHN,2016,2
OOF,2016-0236-CHN,2016,2
OOF,2016-0237-IND,2016,2
OOF,2016-0238-CHN,2016,2
OOF,2016-0239-IND,2016,2
OOF,2016-0240-PAK,2016,2
OOF,2016-0241-CHN,2016,2
OOF,2016-0244-TZA,2016,2
OOF,2016-0247-AGO,2016,2
OOF,2016-0248-MOZ,2016,2
OOF,2016-0250-CHN,2016,2
OOF,2016-0252-UGA,2016,2
OOF,2016-0253-RUS,2016,2
OOF,2016-0254-MDG,2016,2
OOF,2016-0255-CHN,2016,2
OOF,2016-0256-CHN,2016,2
OOF,2016-0256-PHL,2016,2
OOF,2016-0256-TWN,2016,2
OOF,2016-0257-CHN,2016,2
OOF,2016-0258-ITA,2016,2
OOF,2016-0261-TWN,2016,2
OOF,2016-0262-IND,2016,2
OOF,2016-0263-IRN,2016,2
OOF,2016-0264-USA,2016,2
OOF,2016-0265-MYS,2016,2
OOF,2016-0266-MDG,2016,2
OOF,2016-0267-IND,2016,2
OOF,2016-0267-NPL,2016,2
OOF,2016-0268-VNM,2016,2
OOF,2016-0269-NER,2016,2
OOF,2016-0270-PAK,2016,2
OOF,2016-0271-IND,2016,2
OOF,2016-0272-MLI,2016,2
OOF,2016-0274-SDN,2016,2
OOF,2016-0275-NPL,2016,2
OOF,2016-0276-IND,2016,2
OOF,2016-0277-USA,2016,2
OOF,2016-0278-IND,2016,2
OOF,2016-0279-FRA,2016,2
OOF,2016-0281-GAB,2016,2
OOF,2016-0282-MKD,2016,2
OOF,2016-0284-HND,2016,2
OOF,2016-0284-MEX,2016,2
OOF,2016-0285-PRT,2016,2
OOF,2016-0286-IRQ,2016,2
OOF,2016-0287-BFA,2016,2
OOF,2016-0288-BGD,2016,2
OOF,2016-0289-SSD,2016,2
OOF,2016-0290-CHN,2016,2
OOF,2016-0292-USA,2016,2
OOF,2016-0293-BGD,2016,2
OOF,2016-0294-SDN,2016,2
OOF,2016-0296-NPL,2016,2
OOF,2016-0298-PER,2016,2
OOF,2016-0299-EGY,2016,2
OOF,2016-0300-CAF,2016,2
OOF,2016-0304-IND,2016,2
OOF,2016-0305-ZAF,2016,2
OOF,2016-0309-AFG,2016,2
OOF,2016-0313-ITA,2016,2
OOF,2016-0314-RUS,2016,2
OOF,2016-0315-NPL,2016,2
OOF,2016-0316-LAO,2016,2
OOF,2016-0317-EGY,2016,2
OOF,2016-0318-GTM,2016,2
OOF,2016-0319-MEX,2016,2
OOF,2016-0320-ETH,2016,2
OOF,2016-0321-PRK,2016,2
OOF,2016-0322-USA,2016,2
OOF,2016-0323-AFG,2016,2
OOF,2016-0324-JPN,2016,2
OOF,2016-0325-MEX,2016,2
OOF,2016-0328-BGD,2016,2
OOF,2016-0329-TZA,2016,2
OOF,2016-0329-UGA,2016,2
OOF,2016-0330-THA,2016,2
OOF,2016-0331-USA,2016,2
OOF,2016-0332-MEX,2016,2
OOF,2016-0333-MEX,2016,2
OOF,2016-0334-GRC,2016,2
OOF,2016-0336-NGA,2016,2
OOF,2016-0337-NGA,2016,2
OOF,2016-0343-PAK,2016,2
OOF,2016-0344-SDN,2016,2
OOF,2016-0345-IDN,2016,2
OOF,2016-0346-BGD,2016,2
OOF,2016-0347-EGY,2016,2
OOF,2016-0349-PAK,2016,2
OOF,2016-0350-CHN,2016,2
OOF,2016-0350-TWN,2016,2
OOF,2016-0351-CHN,2016,2
OOF,2016-0352-CIV,2016,2
OOF,2016-0353-USA,2016,2
OOF,2016-0354-VEN,2016,2
OOF,2016-0355-DOM,2016,2
OOF,2016-0355-HTI,2016,2
OOF,2016-0355-USA,2016,2
OOF,2016-0355-VCT,2016,2
OOF,2016-0356-HND,2016,2
OOF,2016-0357-ITA,2016,2
OOF,2016-0359-EGY,2016,2
OOF,2016-0360-THA,2016,2
OOF,2016-0361-KOR,2016,2
OOF,2016-0362-VNM,2016,2
OOF,2016-0364-PHL,2016,2
OOF,2016-0368-LBY,2016,2
OOF,2016-0369-MMR,2016,2
OOF,2016-0371-VNM,2016,2
OOF,2016-0373-CHN,2016,2
OOF,2016-0375-PAK,2016,2
OOF,2016-0376-CHN,2016,2
OOF,2016-0377-PHL,2016,2
OOF,2016-0378-THA,2016,2
OOF,2016-0379-VNM,2016,2
OOF,2016-0382-JPN,2016,2
OOF,2016-0383-MMR,2016,2
OOF,2016-0387-PAK,2016,2
OOF,2016-0389-CHN,2016,2
OOF,2016-0390-JPN,2016,2
OOF,2016-0391-IND,2016,2
OOF,2016-0392-SLB,2016,2
OOF,2016-0393-CMR,2016,2
OOF,2016-0395-NZL,2016,2
OOF,2016-0396-CHN,2016,2
OOF,2016-0397-LBY,2016,2
OOF,2016-0398-IND,2016,2
OOF,2016-0399-IND,2016,2
OOF,2016-0400-VNM,2016,2
OOF,2016-0401-MMR,2016,2
OOF,2016-0402-PAK,2016,2
OOF,2016-0403-IND,2016,2
OOF,2016-0406-RUS,2016,2
OOF,2016-0408-USA,2016,2
OOF,2016-0409-CHN,2016,2
OOF,2016-0410-LBY,2016,2
OOF,2016-0411-IDN,2016,2
OOF,2016-0412-CHN,2016,2
OOF,2016-0413-PAK,2016,2
OOF,2016-0414-VNM,2016,2
OOF,2016-0415-IDN,2016,2
OOF,2016-0416-PAK,2016,2
OOF,2016-0417-LBY,2016,2
OOF,2016-0418-HTI,2016,2
OOF,2016-0420-ALB,2016,2
OOF,2016-0421-IRN,2016,2
OOF,2016-0422-IND,2016,2
OOF,2016-0423-DOM,2016,2
OOF,2016-0424-MEX,2016,2
OOF,2016-0425-IDN,2016,2
OOF,2016-0426-ROU,2016,2
OOF,2016-0427-UKR,2016,2
OOF,2016-0428-AUS,2016,2
OOF,2016-0430-LBY,2016,2
OOF,2016-0431-MOZ,2016,2
OOF,2016-0433-CRI,2016,2
OOF,2016-0433-PAN,2016,2
OOF,2016-0434-IND,2016,2
OOF,2016-0436-CHN,2016,2
OOF,2016-0438-THA,2016,2
OOF,2016-0439-COD,2016,2
OOF,2016-0440-YEM,2016,2
OOF,2016-0441-CHN,2016,2
OOF,2016-0444-MMR,2016,2
OOF,2016-0445-PHL,2016,2
OOF,2016-0446-SRB,2016,2
OOF,2016-0447-NER,2016,2
OOF,2016-0448-BEN,2016,2
OOF,2016-0449-SEN,2016,2
OOF,2016-0450-IRN,2016,2
OOF,2016-0453-ITA,2016,2
OOF,2016-0455-COL,2016,2
OOF,2016-0460-BDI,2016,2
OOF,2016-0462-TUR,2016,2
OOF,2016-0463-USA,2016,2
OOF,2016-0464-PER,2016,2
OOF,2016-0465-CHN,2016,2
OOF,2016-0466-USA,2016,2
OOF,2016-0467-RUS,2016,2
OOF,2016-0469-PAK,2016,2
OOF,2016-0470-CHN,2016,2
OOF,2016-0471-CHN,2016,2
OOF,2016-0472-THA,2016,2
OOF,2016-0473-YEM,2016,2
OOF,2016-0475-IDN,2016,2
OOF,2016-0477-USA,2016,2
OOF,2016-0478-ZAF,2016,2
OOF,2016-0479-IDN,2016,2
OOF,2016-0480-CHN,2016,2
OOF,2016-0481-SAU,2016,2
OOF,2016-0484-KEN,2016,2
OOF,2016-0485-IND,2016,2
OOF,2016-0496-ESP,2016,2
OOF,2016-0497-VNM,2016,2
OOF,2016-0498-COD,2016,2
OOF,2016-0499-IDN,2016,2
OOF,2016-0500-PER,2016,2
OOF,2016-0501-MEX,2016,2
OOF,2016-0502-NGA,2016,2
OOF,2016-0503-PHL,2016,2
OOF,2016-0504-RUS,2016,2
OOF,2016-0505-UGA,2016,2
OOF,2016-0506-PAK,2016,2
OOF,2016-0507-COD,2016,2
OOF,2016-0514-VNM,2016,2
OOF,2016-0517-VNM,2016,2
OOF,2016-0518-BRA,2016,2
OOF,2016-0518-PER,2016,2
OOF,2016-0521-USA,2016,2
OOF,2016-0522-BOL,2016,2
OOF,2016-0522-COL,2016,2
OOF,2016-0523-ZWE,2016,2
OOF,2016-0525-IDN,2016,2
OOF,2016-0529-MOZ,2016,2
OOF,2016-0531-PRK,2016,2
OOF,2016-0532-MEX,2016,2
OOF,2016-0533-COL,2016,2
OOF,2016-0536-CHN,2016,2
OOF,2016-0537-PHL,2016,2
OOF,2016-0538-JPN,2016,2
OOF,2016-0544-IRN,2016,2
OOF,2016-0546-MOZ,2016,2
OOF,2016-0547-NGA,2016,2
OOF,2016-0548-SOM,2016,2
OOF,2016-0550-USA,2016,2
OOF,2016-0552-USA,2016,2
OOF,2016-0553-PAK,2016,2
OOF,2016-0554-IND,2016,2
OOF,2016-0554-PAK,2016,2
OOF,2016-0555-PER,2016,2
OOF,2016-0556-PAK,2016,2
OOF,2016-0557-NGA,2016,2
OOF,2016-0563-PHL,2016,2
OOF,2016-0564-TUR,2016,2
OOF,2016-0565-SOM,2016,2
OOF,2016-0566-TUR,2016,2
OOF,2016-0567-LBY,2016,2
OOF,2016-0568-LBY,2016,2
OOF,2016-0569-THA,2016,2
OOF,2016-0570-CHN,2016,2
OOF,2016-0571-IND,2016,2
OOF,2016-0572-ETH,2016,2
OOF,2016-0573-VNM,2016,2
OOF,2016-0574-KEN,2016,2
OOF,2016-0575-SSD,2016,2
OOF,2016-0576-NGA,2016,2
OOF,2016-0578-BEN,2016,2
OOF,2017-0001-IDN,2017,2
OOF,2017-0002-CHL,2017,2
OOF,2017-0005-KEN,2017,2
OOF,2017-0006-THA,2017,2
OOF,2017-0008-MAR,2017,2
OOF,2017-0010-ALB,2017,2
OOF,2017-0010-BLR,2017,2
OOF,2017-0010-MKD,2017,2
OOF,2017-0010-SRB,2017,2
OOF,2017-0010-UKR,2017,2
OOF,2017-0011-KGZ,2017,2
OOF,2017-0012-IND,2017,2
OOF,2017-0013-ECU,2017,2
OOF,2017-0015-ITA,2017,2
OOF,2017-0016-IRN,2017,2
OOF,2017-0017-IND,2017,2
OOF,2017-0018-LBY,2017,2
OOF,2017-0019-MYS,2017,2
OOF,2017-0022-USA,2017,2
OOF,2017-0023-IND,2017,2
OOF,2017-0024-ITA,2017,2
OOF,2017-0025-PAK,2017,2
OOF,2017-0026-AFG,2017,2
OOF,2017-0027-AFG,2017,2
OOF,2017-0028-PHL,2017,2
OOF,2017-0029-CHN,2017,2
OOF,2017-0034-TJK,2017,2
OOF,2017-0035-MDG,2017,2
OOF,2017-0036-PER,2017,2
OOF,2017-0037-SEN,2017,2
OOF,2017-0038-AFG,2017,2
OOF,2017-0039-USA,2017,2
OOF,2017-0044-CHN,2017,2
OOF,2017-0045-PAK,2017,2
OOF,2017-0046-IND,2017,2
OOF,2017-0050-PHL,2017,2
OOF,2017-0051-MOZ,2017,2
OOF,2017-0052-PER,2017,2
OOF,2017-0055-CHL,2017,2
OOF,2017-0056-ARG,2017,2
OOF,2017-0059-IDN,2017,2
OOF,2017-0060-LKA,2017,2
OOF,2017-0062-USA,2017,2
OOF,2017-0063-ARG,2017,2
OOF,2017-0066-MOZ,2017,2
OOF,2017-0067-TWN,2017,2
OOF,2017-0068-IDN,2017,2
OOF,2017-0070-USA,2017,2
OOF,2017-0071-AFG,2017,2
OOF,2017-0075-MDG,2017,2
OOF,2017-0076-CHN,2017,2
OOF,2017-0077-HTI,2017,2
OOF,2017-0078-GTM,2017,2
OOF,2017-0080-BDI,2017,2
OOF,2017-0081-NPL,2017,2
OOF,2017-0082-SEN,2017,2
OOF,2017-0083-GHA,2017,2
OOF,2017-0084-PER,2017,2
OOF,2017-0085-PAN,2017,2
OOF,2017-0086-FRA,2017,2
OOF,2017-0088-MMR,2017,2
OOF,2017-0089-YEM,2017,2
OOF,2017-0090-COL,2017,2
OOF,2017-0091-ZWE,2017,2
OOF,2017-0092-SEN,2017,2
OOF,2017-0093-SOM,2017,2
OOF,2017-0096-IRN,2017,2
OOF,2017-0097-TUR,2017,2
OOF,2017-0098-PHL,2017,2
OOF,2017-0099-LKA,2017,2
OOF,2017-0100-MEX,2017,2
OOF,2017-0101-IND,2017,2
OOF,2017-0102-IDN,2017,2
OOF,2017-0103-MMR,2017,2
OOF,2017-0105-AUS,2017,2
OOF,2017-0108-USA,2017,2
OOF,2017-0109-AGO,2017,2
OOF,2017-0110-CHN,2017,2
OOF,2017-0111-IDN,2017,2
OOF,2017-0114-TUR,2017,2
OOF,2017-0115-SEN,2017,2
OOF,2017-0116-KEN,2017,2
OOF,2017-0117-GRC,2017,2
OOF,2017-0118-NER,2017,2
OOF,2017-0119-COL,2017,2
OOF,2017-0120-ZAF,2017,2
OOF,2017-0121-IND,2017,2
OOF,2017-0124-CHN,2017,2
OOF,2017-0125-IND,2017,2
OOF,2017-0126-CAN,2017,2
OOF,2017-0127-MEX,2017,2
OOF,2017-0128-CHN,2017,2
OOF,2017-0129-IRN,2017,2
OOF,2017-0136-USA,2017,2
OOF,2017-0139-BGD,2017,2
OOF,2017-0142-PHL,2017,2
OOF,2017-0144-IND,2017,2
OOF,2017-0145-PAK,2017,2
OOF,2017-0146-KGZ,2017,2
OOF,2017-0147-IDN,2017,2
OOF,2017-0149-COL,2017,2
OOF,2017-0150-LBY,2017,2
OOF,2017-0151-RUS,2017,2
OOF,2017-0152-BGD,2017,2
OOF,2017-0153-LKA,2017,2
OOF,2017-0154-AFG,2017,2
OOF,2017-0157-IND,2017,2
OOF,2017-0158-MAR,2017,2
OOF,2017-0159-IND,2017,2
OOF,2017-0160-IND,2017,2
OOF,2017-0161-ZWE,2017,2
OOF,2017-0162-MMR,2017,2
OOF,2017-0165-BGR,2017,2
OOF,2017-0167-RUS,2017,2
OOF,2017-0168-MEX,2017,2
OOF,2017-0169-CHN,2017,2
OOF,2017-0169-TWN,2017,2
OOF,2017-0173-GBR,2017,2
OOF,2017-0174-BGD,2017,2
OOF,2017-0175-BRA,2017,2
OOF,2017-0176-PRT,2017,2
OOF,2017-0177-IDN,2017,2
OOF,2017-0178-ZAF,2017,2
OOF,2017-0180-IND,2017,2
OOF,2017-0181-PAK,2017,2
OOF,2017-0182-GRC,2017,2
OOF,2017-0184-CIV,2017,2
OOF,2017-0185-CHL,2017,2
OOF,2017-0186-NER,2017,2
OOF,2017-0187-CHN,2017,2
OOF,2017-0190-GTM,2017,2
OOF,2017-0191-KEN,2017,2
OOF,2017-0192-LBY,2017,2
OOF,2017-0194-BRA,2017,2
OOF,2017-0196-GTM,2017,2
OOF,2017-0196-HND,2017,2
OOF,2017-0199-PAK,2017,2
OOF,2017-0200-COL,2017,2
