event_id,year,true_label,fold,predicted_label,probability_Low,probability_Moderate,probability_Severe,dataset,country_code,region,disaster_type,disaster_subtype,date_granularity,date_imputed,historical_frequency,hdi,Location,magnitude_scale,event_month,hdi_missing,month_missing,magnitude,magnitude_missing,magnitude_group,magnitude_group_unknown,magnitude_robust_z,max_probability,low_minus_severe,moderate_minus_severe
2016-0484-KEN,2016,Moderate,2,Moderate,0,0.99927260203203039,0.00072739796796960005,OOF,KEN,Sub-Saharan Africa,Road,Road,day,0,133,0.59399999999999997,Karai (near Naivasha),,12,0,0,,1,UNKNOWN,1,,0.99927260203203039,-0.00072739796796960005,0.99854520406406078
2016-0485-IND,2016,Moderate,2,Moderate,0.21976083911406111,0.48128050514717802,0.29895865573876101,OOF,IND,Southern Asia,Storm,Tropical cyclone,day,0,597,0.64400000000000002,Chennai district (Tamil Nadu province); Andhra Pradesh,Kph,12,0,0,140,0,Storm | Kph,0,-0.11764705882352941,0.48128050514717802,-0.079197816624699907,0.182321849408417
2016-0496-ESP,2016,Low,2,Low,0.88477155363512527,0.092025110576497898,0.023203335788376401,OOF,ESP,Southern Europe,Flood,Flash flood,day,0,64,0.90000000000000002,"Los Alcázare, Murcia, San Javier cities (Murcia district, Aragon province), Valencia, Castello district (Comunitat Valenciana province), Balears Isl. district (Illes Balears province); Granada, Almeria, Alicante,Terual,",Km2,12,0,0,,1,Flood | Km2,0,,0.88477155363512527,0.86156821784674886,0.068821774788121501
2016-0497-VNM,2016,Moderate,2,Low,0.40759362497833351,0.34239872687735878,0.2500076481443072,OOF,VNM,South-eastern Asia,Flood,Flood (General),day,0,161,0.72299999999999998,"Thua Thien - Hue, Quang Nam, Quang Ngai, Binh Dinh provinces",Km2,12,0,0,44341.220000000001,0,Flood | Km2,0,0.2379209984559959,0.40759362497833351,0.15758597683402631,0.092391078733051579
2016-0498-COD,2016,Moderate,2,Moderate,0.0502513255495175,0.5349320290321754,0.41481664541830682,OOF,COD,Sub-Saharan Africa,Collapse (Industrial),Collapse (Industrial),day,0,202,0.48699999999999999,Makungu (Fitzi),m3,12,0,0,,1,UNKNOWN,1,,0.5349320290321754,-0.36456531986878932,0.12011538361386859
2016-0499-IDN,2016,Moderate,2,Severe,0.0428923183020435,0.46650358864216251,0.490604093055794,OOF,IDN,South-eastern Asia,Air,Air,day,0,370,0.70499999999999996,Wamena region,,12,0,0,,1,UNKNOWN,1,,0.490604093055794,-0.44771177475375051,-0.024100504413631485
2016-0500-PER,2016,Moderate,2,Moderate,1.905718659861074e-05,0.99997114687462141,9.7959387800713195e-06,OOF,PER,Latin America and the Caribbean,Road,Road,day,0,169,0.77500000000000002,Antabamba (Abancay region),,12,0,0,,1,UNKNOWN,1,,0.99997114687462141,9.2612478185394202e-06,0.99996135093584138
2016-0501-MEX,2016,Moderate,2,Moderate,0.1505948066962651,0.55977314868367434,0.28963204462006081,OOF,MEX,Latin America and the Caribbean,Explosion (Miscellaneous),Explosion (Miscellaneous),day,0,177,0.77800000000000002,Tultepec,,12,0,0,,1,UNKNOWN,1,,0.55977314868367434,-0.13903723792379571,0.27014110406361352
2016-0502-NGA,2016,Moderate,2,Moderate,0.001437793767125,0.99831461130845123,0.00024759492442369998,OOF,NGA,Sub-Saharan Africa,Road,Road,day,0,352,0.53200000000000003,Malam Sidi (Gombe state),,12,0,0,,1,UNKNOWN,1,,0.99831461130845123,0.0011901988427013,0.99806701638402751
2016-0503-PHL,2016,Moderate,2,Low,0.358579224487866,0.3175463637022975,0.32387441180983673,OOF,PHL,South-eastern Asia,Storm,Tropical cyclone,day,0,341,0.68999999999999995,"Batangas, Cavite, Laguna, Quezon, Rizal (Calabarzon); Mariduque, Mindoro Occidental (Mimaropa); Albay, Camarines Norte, Camarines Sur, Catanduanes , Masbate, Sorsogon (Region V, Bicol region); Northern Samar (Region VIII, Eastern Visayas)",Kph,12,0,0,185,0,Storm | Kph,0,0.41176470588235292,0.358579224487866,0.034704812678029273,-0.0063280481075392303
2016-0504-RUS,2016,Moderate,2,Moderate,0.052414036611704101,0.72591552889492794,0.22167043449336771,OOF,RUS,Eastern Europe,Air,Air,day,0,251,0.83499999999999996,Adler (Near Sotchi),,12,0,0,,1,UNKNOWN,1,,0.72591552889492794,-0.16925639788166361,0.50424509440156018
2016-0505-UGA,2016,Moderate,2,Moderate,0.049918626205105399,0.49160003078750703,0.45848134300738769,OOF,UGA,Sub-Saharan Africa,Water,Water,day,0,107,0.55300000000000005,Albert lake,,12,0,0,,1,UNKNOWN,1,,0.49160003078750703,-0.40856271680228229,0.033118687780119338
2016-0506-PAK,2016,Moderate,2,Moderate,0.094412624645788201,0.48827251613880612,0.41731485921540562,OOF,PAK,Southern Asia,Miscellaneous accident (General),Miscellaneous accident (General),day,0,221,0.53500000000000003,Toba Tek Singh city,,12,0,0,,1,UNKNOWN,1,,0.48827251613880612,-0.32290223456961742,0.070957656923400503
2016-0507-COD,2016,Moderate,2,Low,0.42915504015667549,0.2616448961204148,0.30920006372290942,OOF,COD,Sub-Saharan Africa,Flood,Flash flood,day,0,203,0.48699999999999999,Boma district (Bas-Congo province),Km2,12,0,0,,1,Flood | Km2,0,,0.42915504015667549,0.11995497643376607,-0.047555167602494619
2016-0514-VNM,2016,Moderate,2,Severe,0.2028408834138343,0.27575224563687828,0.52140687094928706,OOF,VNM,South-eastern Asia,Epidemic,Viral disease,day,0,152,0.72299999999999998,,Vaccinated,1,0,0,,1,UNKNOWN,1,,0.52140687094928706,-0.31856598753545273,-0.24565462531240878
2016-0517-VNM,2016,Moderate,2,Low,0.52930752873449838,0.34949213641508903,0.1212003348504125,OOF,VNM,South-eastern Asia,Flood,Flood (General),day,0,159,0.72299999999999998,"Ha Tinh (Huong Khe, Huong Son, Vu Quang, Cam Xuyen, Duc Tho), Quang Binh (Bo Trach, Quang Trach (Ba Don), Tuyen Hoan, Le Thuy, Minh Hoa), Quang Tri (Vinh Linh, Hai Lang, Trieu Phong, Cam Lo); Quang Ngai, Gia Lai, Dak Lak, Binh Dinh, Phu Yen, Khanh Hoa, Ninh Thuan",Km2,10,0,0,,1,Flood | Km2,0,,0.52930752873449838,0.40810719388408589,0.22829180156467654
2016-0518-BRA,2016,Severe,2,Severe,0.27424073456246267,0.35244630792891618,0.37331295750862098,OOF,BRA,Latin America and the Caribbean,Epidemic,Viral disease,day,0,168,0.76500000000000001,"Ribeirão Preto (Jaboticabal, Monte Alto, Ribeirão Preto); Barretos (Cajobi and Severínea); São José do Rio Preto (Pindorama, Potirendaba, Catanduva, Ibira, Adolfo, Catiguá, and São José do Rio Preto) - Sao Paulo; Minas Gerais,; Espirito Santo; Brasilia, Goias, Mato Grosso do Sul; Tocantins; Bahia, Rio Grande do Norte",Vaccinated,12,0,0,,1,UNKNOWN,1,,0.37331295750862098,-0.099072222946158306,-0.020866649579704799
2016-0518-PER,2016,Moderate,2,Severe,0.30011259680169838,0.34673044836161881,0.35315695483668308,OOF,PER,Latin America and the Caribbean,Epidemic,Viral disease,year,1,162,0.77500000000000002,Junin,Vaccinated,,0,1,,1,UNKNOWN,1,,0.35315695483668308,-0.053044358034984695,-0.0064265064750642642
2016-0521-USA,2016,Moderate,2,Low,0.51509061124252276,0.45888292490406679,0.0260264638534102,OOF,USA,Northern America,Storm,Blizzard/Winter storm,day,0,486,0.92900000000000005,"Northern (Missouri, Maryland, Oklahoma, Indiana, Michigan, New Mexico, Ohio, Virginia)",Kph,12,0,0,,1,Storm | Kph,0,,0.51509061124252276,0.48906414738911258,0.43285646105065662
2016-0522-BOL,2016,Low,2,Low,0.64055781876206708,0.2162056861772258,0.14323649506070699,OOF,BOL,Latin America and the Caribbean,Flood,Flood (General),day,0,70,0.71399999999999997,"Tiquipaya (Quillacollo-Cochabamba department), Tipuani (Larecaja-La Paz), Lagunillas (Cordillera-Santa Cruz)",Km2,11,0,0,,1,Flood | Km2,0,,0.64055781876206708,0.49732132370136006,0.072969191116518811
2016-0522-COL,2016,Low,2,Low,0.72347453181837795,0.2177555426469705,0.058769925534650699,OOF,COL,Latin America and the Caribbean,Flood,Flood (General),day,0,122,0.77200000000000002,Cali city (Siloé district),Km2,11,0,0,,1,Flood | Km2,0,,0.72347453181837795,0.6647046062837273,0.15898561711231979
2016-0523-ZWE,2016,Moderate,2,Low,0.59252323730568146,0.24711313133797569,0.16036363135634241,OOF,ZWE,Sub-Saharan Africa,Storm,Lightning/Thunderstorms,day,0,64,0.56999999999999995,"Mangwe, Bulilima, Guruve, Nkayi",Kph,12,0,0,,1,Storm | Kph,0,,0.59252323730568146,0.43215960594933905,0.086749499981633282
2016-0525-IDN,2016,Moderate,2,Low,0.62701812596767081,0.2439766684744745,0.1290052055578545,OOF,IDN,South-eastern Asia,Flood,Flood (General),day,0,368,0.70499999999999996,"Sumatra (3 districts in Merangin regency, Jambi province), Banten (Lebak-Citorek village), Jawa Tengah (Buluhrejo, Plosorejo, Sukomakmur villages), Jawa Timur (Bojonegro, Gresik, Dukun, Bungah and Tuban (Widang, Parengan, Soko, Rengel, Plumpang)), Borneo Isl. (4 districts in West Kalimantan province)",Km2,11,0,0,,1,Flood | Km2,0,,0.62701812596767081,0.49801292040981632,0.11497146291662
2016-0529-MOZ,2016,Moderate,2,Low,0.4968898123994247,0.2551086206009075,0.24800156699966791,OOF,MOZ,Sub-Saharan Africa,Flood,Flood (General),month,1,78,0.46000000000000002,"South of the country and capital, Maputo, Gaza, Inhambane, Nampula,Tete, Sofala",Km2,10,0,0,,1,Flood | Km2,0,,0.4968898123994247,0.24888824539975679,0.007107053601239588
2016-0531-PRK,2016,Moderate,2,Low,0.38480280379032661,0.30463663477505343,0.31056056143461991,OOF,PRK,Eastern Asia,Flood,Flood (General),day,0,29,,,Km2,7,1,0,,1,Flood | Km2,0,,0.38480280379032661,0.0742422423557067,-0.0059239266595664808
2016-0532-MEX,2016,Low,2,Low,0.75978173300208884,0.1607566152304121,0.079461651767498698,OOF,MEX,Latin America and the Caribbean,Flood,Flash flood,day,0,168,0.77800000000000002,"Tamaulipas, Veracruz, Chihuahua",Km2,2,0,0,,1,Flood | Km2,0,,0.75978173300208884,0.6803200812345902,0.0812949634629134
2016-0533-COL,2016,Low,2,Low,0.73240524851125033,0.21025238973435451,0.057342361754394403,OOF,COL,Latin America and the Caribbean,Flood,Riverine flood,day,0,121,0.77200000000000002,Choco department,Km2,10,0,0,,1,Flood | Km2,0,,0.73240524851125033,0.67506288675685588,0.15291002797996012
2016-0536-CHN,2016,Low,2,Low,0.73810392688459725,0.17069291263498479,0.091203160480417197,OOF,CHN,Eastern Asia,Earthquake,Ground movement,day,0,1103,0.75800000000000001,Shimen (Yunnan - Dali Bai),Moment Magnitude,5,0,0,4.7999999999999998,0,Earthquake | Moment Magnitude,0,-1.142857142857143,0.73810392688459725,0.64690076640418004,0.079489752154567592
2016-0537-PHL,2016,Low,2,Low,0.45995409319683112,0.1933371892532724,0.34670871754989679,OOF,PHL,South-eastern Asia,Earthquake,Ground movement,day,0,328,0.68999999999999995,Surigao city,Moment Magnitude,3,0,0,6.7000000000000002,0,Earthquake | Moment Magnitude,0,0.21428571428571411,0.45995409319683112,0.11324537564693432,-0.1533715282966244
2016-0538-JPN,2016,Low,2,Severe,0.31823618958405442,0.2339355423147399,0.44782826810120552,OOF,JPN,Eastern Asia,Extreme temperature,Heat wave,day,0,138,0.91800000000000004,"Yamanashi, Kawanehoncho,Shizuoka",°C,8,0,0,,1,Heat wave | °C,0,,0.44782826810120552,-0.1295920785171511,-0.21389272578646562
2016-0544-IRN,2016,Low,2,Low,0.67923435760262796,0.25597676699181893,0.064788875405552795,OOF,IRN,Southern Asia,Storm,Lightning/Thunderstorms,day,0,192,0.79100000000000004,"Golestan, Amol (Mazandaran Province)",Kph,9,0,0,,1,Storm | Kph,0,,0.67923435760262796,0.61444548219707518,0.19118789158626615
2016-0546-MOZ,2016,Moderate,2,Low,0.5692096287998718,0.25985383272907198,0.17093653847105619,OOF,MOZ,Sub-Saharan Africa,Storm,Lightning/Thunderstorms,day,0,78,0.46000000000000002,Maputo,Kph,10,0,0,,1,Storm | Kph,0,,0.5692096287998718,0.39827309032881564,0.088917294258015783
2016-0547-NGA,2016,Severe,2,Severe,0.14313253881339011,0.25302321468447708,0.60384424650213253,OOF,NGA,Sub-Saharan Africa,Epidemic,Viral disease,month,1,349,0.53200000000000003,"Zamfara, Sokoto, Katsina, Kebbi, Niger, Kano, Yobe, Jigawa, Plateau, Kogi, Adamawa, Delta, FCT, Nassarawa, Gombe, Taraba, Cross River, Osun, Lagos, Oyo, Benue",Vaccinated,11,0,0,,1,UNKNOWN,1,,0.60384424650213253,-0.46071170768874242,-0.35082103181765545
2016-0548-SOM,2016,Severe,2,Severe,0.1549433053606101,0.1995574372636599,0.64549925737572966,OOF,SOM,Sub-Saharan Africa,Epidemic,Bacterial disease,month,1,71,,,,1,1,0,,1,UNKNOWN,1,,0.64549925737572966,-0.49055595201511959,-0.44594182011206973
2016-0550-USA,2016,Low,2,Low,0.81941018169597035,0.14925330112500221,0.031336517179027197,OOF,USA,Northern America,Storm,Lightning/Thunderstorms,day,0,465,0.92900000000000005,"Texas, Oklahoma, Kansas, Missouri, Nebraska, Illinois, Indiana, Kentucky, Ohio",Kph,4,0,0,,1,Storm | Kph,0,,0.81941018169597035,0.78807366451694316,0.11791678394597502
2016-0552-USA,2016,Low,2,Low,0.79948901211808743,0.16953592514804491,0.030975062733867301,OOF,USA,Northern America,Flood,Flood (General),day,0,460,0.92900000000000005,"Texas, Louisiana (Shreveport, Haugton), Arkansas, Mississipi",Km2,3,0,0,,1,Flood | Km2,0,,0.79948901211808743,0.76851394938422013,0.13856086241417762
2016-0553-PAK,2016,Severe,2,Moderate,0.2153049274561338,0.59472154442058811,0.18997352812327781,OOF,PAK,Southern Asia,Flood,Riverine flood,day,0,204,0.53500000000000003,"Azad Jammu and Kashmir, Punjab, Federally Administered Tribal Areas (Orakzai), Khyber Pakhtunkhwa, Balochistan, Gilgit-Baltistan",Km2,3,0,0,,1,Flood | Km2,0,,0.59472154442058811,0.025331399332855997,0.40474801629731028
2016-0554-IND,2016,Moderate,2,Moderate,0.1911497984519118,0.4725505813453425,0.33629962020274551,OOF,IND,Southern Asia,Flood,Flood (General),day,0,586,0.64400000000000002,"Jorhat, Golaghat (Assam State)",Km2,7,0,0,,1,Flood | Km2,0,,0.4725505813453425,-0.14514982175083371,0.13625096114259699
2016-0554-PAK,2016,Moderate,2,Severe,0.14689650074689689,0.39101242575266149,0.46209107350044087,OOF,PAK,Southern Asia,Flood,Flood (General),day,0,212,0.53500000000000003,"Karachi, Hyderabad, Tando Allahyar, Mirpur Khas (Sindh), Balochistan state",Km2,8,0,0,,1,Flood | Km2,0,,0.46209107350044087,-0.31519457275354401,-0.071078647747779389
2016-0555-PER,2016,Moderate,2,Moderate,0.0501609593050001,0.66039891848392107,0.28944012221107901,OOF,PER,Latin America and the Caribbean,Air,Air,day,0,164,0.77500000000000002,Pastaza,,3,0,0,,1,UNKNOWN,1,,0.66039891848392107,-0.23927916290607892,0.37095879627284206
2016-0556-PAK,2016,Moderate,2,Moderate,0.0469795585591712,0.50273894361449045,0.45028149782633842,OOF,PAK,Southern Asia,Air,Air,day,0,220,0.53500000000000003,Havelian,,12,0,0,,1,UNKNOWN,1,,0.50273894361449045,-0.40330193926716723,0.052457445788152035
2016-0557-NGA,2016,Severe,2,Severe,0.055011555457761298,0.40822091410736699,0.53676753043487191,OOF,NGA,Sub-Saharan Africa,Collapse (Miscellaneous),Collapse (Miscellaneous),day,0,351,0.53200000000000003,"Uyo, Akawa Ibom",,12,0,0,,1,UNKNOWN,1,,0.53676753043487191,-0.48175597497711059,-0.12854661632750491
2016-0563-PHL,2016,Low,2,Moderate,0.1956887920849793,0.51992070457506978,0.28439050333995108,OOF,PHL,South-eastern Asia,Fire (Miscellaneous),Fire (Miscellaneous),day,0,339,0.68999999999999995,Mandaluyong city,,11,0,0,,1,UNKNOWN,1,,0.51992070457506978,-0.088701711254971782,0.2355302012351187
2016-0564-TUR,2016,Moderate,2,Moderate,0.056472247560927502,0.68798526143864291,0.25554249100043019,OOF,TUR,Western Asia,Water,Water,day,0,136,0.82599999999999996,Near Ayvalik,,1,0,0,,1,UNKNOWN,1,,0.68798526143864291,-0.19907024343950269,0.43244277043821272
2016-0565-SOM,2016,Severe,2,Moderate,0.068462319482627501,0.56516524918643896,0.3663724313309335,OOF,SOM,Sub-Saharan Africa,Water,Water,day,0,71,,Near Sanag,,1,1,0,,1,UNKNOWN,1,,0.56516524918643896,-0.29791011184830601,0.19879281785550545
2016-0566-TUR,2016,Moderate,2,Moderate,0.056472247560927502,0.68798526143864291,0.25554249100043019,OOF,TUR,Western Asia,Water,Water,day,0,138,0.82599999999999996,Ayvacik,,1,0,0,,1,UNKNOWN,1,,0.68798526143864291,-0.19907024343950269,0.43244277043821272
2016-0567-LBY,2016,Moderate,2,Severe,0.025371205679040099,0.40273202243921352,0.57189677188174703,OOF,LBY,Northern Africa,Water,Water,day,0,26,0.72499999999999998,Zawija,,3,0,0,,1,UNKNOWN,1,,0.57189677188174703,-0.54652556620270698,-0.16916474944253351
2016-0568-LBY,2016,Moderate,2,Severe,0.025050833852332002,0.3962577236717198,0.57869144247594861,OOF,LBY,Northern Africa,Water,Water,day,0,30,0.72499999999999998,,,5,0,0,,1,UNKNOWN,1,,0.57869144247594861,-0.55364060862361664,-0.18243371880422882
2016-0569-THA,2016,Moderate,2,Moderate,0.05550846097441,0.69240439237855567,0.25208714664703441,OOF,THA,South-eastern Asia,Water,Water,day,0,119,0.79200000000000004,Ayutthaya,,9,0,0,,1,UNKNOWN,1,,0.69240439237855567,-0.1965786856726244,0.44031724573152126
2016-0570-CHN,2016,Moderate,2,Moderate,0.050367579941052301,0.55600206917711692,0.39363035088183068,OOF,CHN,Eastern Asia,Explosion (Industrial),Explosion (Industrial),day,0,1141,0.75800000000000001,Chifeng (Inner Mongolia),m3,12,0,0,,1,UNKNOWN,1,,0.55600206917711692,-0.34326277094077839,0.16237171829528624
2016-0571-IND,2016,Moderate,2,Moderate,0.160712782037994,0.47473015506421079,0.36455706289779521,OOF,IND,Southern Asia,Industrial accident (General),Industrial accident (General),day,0,598,0.64400000000000002,Godda district (Jharkhand),m3,12,0,0,,1,UNKNOWN,1,,0.47473015506421079,-0.20384428085980122,0.11017309216641558
2016-0572-ETH,2016,Moderate,2,Moderate,0.1157922782943259,0.53242943653378438,0.3517782851718898,OOF,ETH,Sub-Saharan Africa,Miscellaneous accident (General),Miscellaneous accident (General),day,0,76,0.46300000000000002,Bishoftu,,10,0,0,,1,UNKNOWN,1,,0.53242943653378438,-0.23598600687756391,0.18065115136189458
2016-0573-VNM,2016,Low,2,Low,0.56378640046672857,0.32198279928199852,0.1142308002512728,OOF,VNM,South-eastern Asia,Flood,Flood (General),day,0,155,0.72299999999999998,"Thanh Hóa, Lào Cai, Yên Bái, Bac Kan, Dien Bien, Ha Thin, Son La, Thai Nguyen",Km2,8,0,0,,1,Flood | Km2,0,,0.56378640046672857,0.44955560021545576,0.20775199903072572
2016-0574-KEN,2016,Moderate,2,Moderate,0.13486590448847499,0.49252378715827139,0.37261030835325298,OOF,KEN,Sub-Saharan Africa,Collapse (Miscellaneous),Collapse (Miscellaneous),month,1,130,0.59399999999999997,Nairobi,,4,0,0,,1,UNKNOWN,1,,0.49252378715827139,-0.23774440386477799,0.1199134788050184
2016-0575-SSD,2016,Moderate,2,Severe,0.16762923766767091,0.18999072539814241,0.64238003693418655,OOF,SSD,Sub-Saharan Africa,Epidemic,Bacterial disease,day,0,20,0.29699999999999999,Al Wahdah state,,8,0,0,,1,UNKNOWN,1,,0.64238003693418655,-0.47475079926651564,-0.45238931153604411
2016-0576-NGA,2016,Severe,2,Severe,0.1093018288714107,0.21012826040071461,0.68056991072787487,OOF,NGA,Sub-Saharan Africa,Epidemic,Viral disease,day,0,350,0.53200000000000003,"Ondo, Edo, Lagos, Plateau, Bauchi, Ogun, Ebonyi, Taraba, Nasarawa, Rivers, Kaduna, Gombe, Cross-River, Borno, Kano, Kogi, Enugu, Anambra, Lagos, Kwara",Vaccinated,12,0,0,,1,UNKNOWN,1,,0.68056991072787487,-0.57126808185646416,-0.47044165032716023
2016-0578-BEN,2016,Moderate,2,Moderate,0.1242841061943277,0.4499438355779784,0.42577205822769382,OOF,BEN,Sub-Saharan Africa,Explosion (Miscellaneous),Explosion (Miscellaneous),day,0,40,0.51000000000000001,Tori-Bossito commune,,9,0,0,,1,UNKNOWN,1,,0.4499438355779784,-0.30148795203336609,0.024171777350284585
2017-0001-IDN,2017,Moderate,2,Moderate,0.066510675145145498,0.60100151165509685,0.33248781319975818,OOF,IDN,South-eastern Asia,Water,Water,day,0,372,0.71199999999999997,Near Jakarta,,1,0,0,,1,UNKNOWN,1,,0.60100151165509685,-0.26597713805461265,0.26851369845533868
2017-0002-CHL,2017,Moderate,2,Low,0.55768299346449557,0.1234034261888729,0.31891358034663131,OOF,CHL,Latin America and the Caribbean,Wildfire,Forest fire,day,0,60,0.86199999999999999,"Valparaiso, Santo Domingo (San Antonio), Casablanca (Valparaiso), Maule (Santa Olga), Biobio, Metropolitana, O'Higgins, Araucania",Km2,1,0,0,4670,0,Wildfire | Km2,0,1.5977361776229866,0.55768299346449557,0.23876941311786426,-0.19551015415775841
2017-0005-KEN,2017,Moderate,2,Moderate,0,0.94301966573965157,0.056980334260348202,OOF,KEN,Sub-Saharan Africa,Road,Road,day,0,135,0.59899999999999998,Between Sirare and Kisumu,,1,0,0,,1,UNKNOWN,1,,0.94301966573965157,-0.056980334260348202,0.88603933147930336
2017-0006-THA,2017,Moderate,2,Low,0.73221391163072913,0.18913537477550121,0.078650713593769198,OOF,THA,South-eastern Asia,Flood,Riverine flood,day,0,124,0.79400000000000004,"Pattani, Yala, Narathiwat, Songkhla, Phattalung, Trang, Nakhon Si Thammarat, Krabi, Surat Thani, Chumphon, Prachaub Khirikhan, Ranong provinces",Km2,1,0,0,50020.110000000001,0,Flood | Km2,0,0.31098957797220794,0.73221391163072913,0.65356319803695995,0.11048466118173202
2017-0008-MAR,2017,Moderate,2,Moderate,1.905718659861074e-05,0.99997114687462141,9.7959387800713195e-06,OOF,MAR,Northern Africa,Road,Road,day,0,72,0.67400000000000004,South,,1,0,0,,1,UNKNOWN,1,,0.99997114687462141,9.2612478185394202e-06,0.99996135093584138
2017-0010-ALB,2017,Low,2,Low,0.83017385659518472,0.1041140134347134,0.065712129970100994,OOF,ALB,Southern Europe,Extreme temperature,Severe winter conditions,day,0,22,0.79800000000000004,"Peshkopi, Bulqiza, Kukes, Puka, Skhodra, Mirdita and Pogradec",°C,1,0,0,,1,Severe winter conditions | °C,0,,0.83017385659518472,0.76446172662508372,0.038401883464612402
2017-0010-BLR,2017,Moderate,2,Low,0.5412839621015183,0.20031066627967781,0.25840537161880373,OOF,BLR,Eastern Europe,Extreme temperature,Severe winter conditions,day,0,7,0.82799999999999996,"Vitebsk, Minsk, Gomel, Grodno, Brest, Mogilev provinces",°C,1,0,0,-31,0,Severe winter conditions | °C,0,-0.6470588235294118,0.5412839621015183,0.28287859048271458,-0.058094705339125918
2017-0010-MKD,2017,Low,2,Low,0.69939029492663762,0.17751617056953489,0.1230935345038269,OOF,MKD,Southern Europe,Extreme temperature,Severe winter conditions,day,0,23,0.80700000000000005,"Skopje, Negotino, Kavadarci, Kumanovo, Bitola, Gostivar, Kriva Palanka, Debar, Sveti Nikole, Struga, Stip, Ohrid provinces, Makedonski Brod district (Brod province), Kivecho (?)",°C,1,0,0,-25,0,Severe winter conditions | °C,0,-0.29411764705882354,0.69939029492663762,0.57629676042281075,0.054422636065707991
2017-0010-SRB,2017,Low,2,Low,0.83312971607466002,0.10047898152410351,0.0663913024012356,OOF,SRB,Southern Europe,Extreme temperature,Severe winter conditions,day,0,22,0.80800000000000005,Belgrade,°C,1,0,0,,1,Severe winter conditions | °C,0,,0.83312971607466002,0.76673841367342443,0.034087679122867906
2017-0010-UKR,2017,Moderate,2,Low,0.50959945472587831,0.2472768072438587,0.2431237380302626,OOF,UKR,Eastern Europe,Extreme temperature,Severe winter conditions,month,1,64,0.78500000000000003,Eastern Ukraine,°C,1,0,0,,1,Severe winter conditions | °C,0,,0.50959945472587831,0.26647571669561571,0.0041530692135960945
2017-0011-KGZ,2017,Moderate,2,Moderate,0.042355238963886398,0.63471753481969972,0.3229272262164139,OOF,KGZ,Central Asia,Air,Air,day,0,24,0.70399999999999996,"Biskek, Datcha-Souou, près de l'aéroport de Manas",,1,0,0,,1,UNKNOWN,1,,0.63471753481969972,-0.28057198725252752,0.31179030860328583
2017-0012-IND,2017,Moderate,2,Moderate,0.102682644211557,0.54180657230037454,0.3555107834880683,OOF,IND,Southern Asia,Water,Water,day,0,599,0.64900000000000002,Near Patna (Bihar),,1,0,0,,1,UNKNOWN,1,,0.54180657230037454,-0.25282813927651132,0.18629578881230624
2017-0013-ECU,2017,Moderate,2,Moderate,1.905718659861074e-05,0.99997114687462141,9.7959387800713195e-06,OOF,ECU,Latin America and the Caribbean,Road,Road,day,0,66,0.76400000000000001,Between Yaguachi and Milagro,,1,0,0,,1,UNKNOWN,1,,0.99997114687462141,9.2612478185394202e-06,0.99996135093584138
2017-0015-ITA,2017,Moderate,2,Low,0.75352954244717274,0.1185888339847741,0.1278816235680526,OOF,ITA,Southern Europe,Earthquake,Ground movement,day,0,97,0.89700000000000002,"Avezzano, Campotosto, Montereale, Capitignano, Ortolano di Campoposto, Mopolino (L’Aquila); Csatel Castagna, Csatigkione Messer Raimondo, Prati di Tivo (Teramao); Abruzzo (Pescara), Lazio (Rieti), Marche (Ascoli Piceno, Macerata, Fermo, Ancona) region",Moment Magnitude,1,0,0,5.2999999999999998,0,Earthquake | Moment Magnitude,0,-0.78571428571428592,0.75352954244717274,0.62564791887912019,-0.0092927895832785046
2017-0016-IRN,2017,Moderate,2,Moderate,0.1750083475472726,0.56381727717143315,0.2611743752812945,OOF,IRN,Southern Asia,Fire (Miscellaneous),Fire (Miscellaneous),day,0,195,0.79300000000000004,Teheran,,1,0,0,,1,UNKNOWN,1,,0.56381727717143315,-0.086166027734021905,0.30264290189013865
2017-0017-IND,2017,Moderate,2,Moderate,1.905718659861074e-05,0.99997114687462141,9.7959387800713195e-06,OOF,IND,Southern Asia,Road,Road,day,0,600,0.64900000000000002,Uttar Pradesh,,1,0,0,,1,UNKNOWN,1,,0.99997114687462141,9.2612478185394202e-06,0.99996135093584138
2017-0018-LBY,2017,Severe,2,Severe,0.030068340001492801,0.41761758409629568,0.55231407590221226,OOF,LBY,Northern Africa,Water,Water,day,0,36,0.73999999999999999,,,1,0,0,,1,UNKNOWN,1,,0.55231407590221226,-0.52224573590071943,-0.13469649180591658
2017-0019-MYS,2017,Moderate,2,Moderate,0.060330492580820801,0.65091151012469262,0.2887579972944872,OOF,MYS,South-eastern Asia,Water,Water,day,0,59,0.80700000000000005,,,1,0,0,,1,UNKNOWN,1,,0.65091151012469262,-0.22842750471366641,0.36215351283020542
2017-0022-USA,2017,Moderate,2,Low,0.78247139723124814,0.1848547021054103,0.032673900663341297,OOF,USA,Northern America,Storm,Severe weather,day,0,489,0.93100000000000005,"Georgia (cook), Mississippi, Alabama, Louisiana, Florida states",Kph,1,0,0,,1,Storm | Kph,0,,0.78247139723124814,0.74979749656790684,0.152180801442069
2017-0023-IND,2017,Moderate,2,Moderate,0.20875770179609199,0.50424887189163126,0.28699342631227698,OOF,IND,Southern Asia,Rail,Rail,day,0,601,0.64900000000000002,"Kuneru, Vizianagram district (Andhra Pradesh)",,1,0,0,,1,UNKNOWN,1,,0.50424887189163126,-0.07823572451618499,0.21725544557935428
